ExperimentName,Subject,Direction,JOL,JOL_RT,recall_cue,Recall_Response,sorted_JOL_TARGET,Scored
D_JOL D 2,120,B,89,3204,Scissors,shears,shears,1
D_JOL D 2,120,S,89,3117,Communication,telephone,phone,0
D_JOL D 2,128,S,89,4610,Carbon,element,element,1
D_JOL D 2,128,U,89,6444,Shake,fake,shell,0
D_JOL C 2,127,S,88,8346,Foot,shoe,shoe,1
D_JOL D 2,144,B,88,5761,Car,driver,happy,0
D_JOL D 2,120,B,88,4290,Cut,,chop,0
D_JOL D 2,128,B,88,1966,Car,drive,happy,0
D_JOL C 2,115,S,87,2857,Site,location,location,1
D_JOL C 2,115,S,87,9139,Wind,blow,blow,1
D_JOL C 2,115,S,87,26955,Toilet,bathroom,bathroom,1
D_JOL C 2,115,F,87,8685,League,baseball,baseball,1
D_JOL C 2,115,B,87,3192,Donkey,mule,mule,1
D_JOL C 2,115,S,87,7270,Reel,rod,rod,1
D_JOL C 2,115,S,87,6364,Temper,tantrum,tantrum,1
D_JOL C 2,131,S,87,4266,Soda,drink,pop,0
D_JOL C 2,127,S,87,11007,Round,circle,circle,1
D_JOL D 2,132,S,87,4234,Child,alert,baby,0
D_JOL D 2,132,F,87,3521,Coffin,dead,dead,1
D_JOL D 2,132,F,87,3798,Nap,sleep,sleep,1
D_JOL D 2,152,B,87,2474,Bad,horrible,delinquent,0
D_JOL D 2,152,S,87,1486,Site,building,location,0
D_JOL D 2,152,F,87,3589,Favorite,best,best,1
D_JOL D 2,152,F,87,2453,Truthful,honst,honest,1
D_JOL D 2,152,F,87,3082,Nap,sleep,sleep,1
D_JOL C 2,115,F,86,7329,Racket,ball,ball,1
D_JOL C 2,115,B,86,4342,Bird,swan,swan,1
D_JOL C 2,115,B,86,4059,Smell,incense,incense,1
D_JOL C 2,115,S,86,3069,Away,go,gone,0
D_JOL D 2,132,F,86,3159,Division,math,math,1
D_JOL D 2,132,B,86,11580,Out,way,way,1
D_JOL C 2,139,B,85,7055,Stomach,acid,digestion,0
D_JOL C 2,139,B,85,6059,Dog,food,paw,0
D_JOL C 2,115,F,85,3615,Actress,star,star,1
D_JOL C 2,139,B,85,3536,Cold,feet,bitter,0
D_JOL C 2,139,U,85,4500,Obtain,more,meat,0
D_JOL C 2,139,U,85,3951,Fiction,fan,listen,0
D_JOL C 2,139,U,85,3922,Bang,sound,fuzzy,0
D_JOL C 2,131,U,85,6255,Sacking,race,dietary,0
D_JOL C 2,131,S,85,4130,Carbon,dioxide,element,0
D_JOL C 2,131,S,85,6104,Tick,treat,flea,0
D_JOL C 2,143,B,85,4276,News,station,editor,0
D_JOL C 2,143,S,85,7657,Jury,duty,trial,0
D_JOL C 2,143,B,85,3932,Trash,can,litter,0
D_JOL C 2,123,S,85,7887,Waste,garbage,dump,0
D_JOL C 2,123,U,85,5203,Woman,lift,lift,1
D_JOL C 2,127,F,85,7827,Enough,full,full,1
D_JOL C 2,127,U,85,6143,Woman,lift,lift,1
D_JOL C 2,127,F,85,4179,Villian,bad,NA,0
D_JOL D 2,132,B,85,4352,Cow,herd,herd,1
D_JOL D 2,132,S,85,3190,Hate,love,name,0
D_JOL D 2,144,F,85,11701,Truthful,honest,honest,1
D_JOL D 2,152,S,85,8057,Hate,love,name,0
D_JOL D 2,120,B,85,7253,Red,cherry,cherry,1
D_JOL D 2,128,S,85,7363,Have,had,own,0
D_JOL D 2,132,B,84,2634,Dog,furry,paw,0
D_JOL D 2,132,S,84,2661,Seatbelt,safety,safety,1
D_JOL C 2,115,F,83,6689,Cave,dark,dark,1
D_JOL C 2,115,B,83,3022,Cold,chill,bitter,0
D_JOL C 2,115,S,83,2623,Have,own,own,1
D_JOL C 2,127,B,83,7667,Card,,credit,0
D_JOL D 2,132,F,83,2227,Enough,full,full,1
D_JOL D 2,132,F,83,3023,Chili,hot,hot,1
D_JOL D 2,132,B,83,4292,Scissors,shears,shears,1
D_JOL D 2,132,S,83,3320,Lie,truth,truth,1
D_JOL C 2,115,F,82,7702,Drowsy,sleepy,sleep,1
D_JOL C 2,115,S,82,3805,Bar,grill,grill,1
D_JOL D 2,132,F,82,4985,Banker,moneu,money,1
D_JOL D 2,132,S,82,4292,Drink,water,water,1
D_JOL D 2,152,F,82,5847,Breakable,glass,glass,1
D_JOL C 2,115,B,81,4052,Talk,discussion,discussion,1
D_JOL C 2,115,F,81,2763,Windsield,car,NA,0
D_JOL C 2,115,B,80,5692,Out,way,way,1
D_JOL C 2,115,S,80,3198,Design,archietect,architecture,1
D_JOL C 2,115,S,80,7214,Decision,choice,choice,1
D_JOL C 2,115,F,80,2831,Favorite,best,best,1
D_JOL C 2,115,F,80,2762,Aircraft,plane,plane,1
D_JOL C 2,115,B,80,2767,Head,scalp,scalp,1
D_JOL C 2,115,S,80,5659,Lie,truth,truth,1
D_JOL C 2,115,S,80,8791,Tick,flea,flea,1
D_JOL C 2,115,U,80,2623,Maroon,justice,justice,1
D_JOL C 2,115,S,80,3325,Hate,love,name,0
D_JOL C 2,139,F,80,3460,Villian,evil,NA,0
D_JOL C 2,139,F,80,2180,Panther,cat,cat,1
D_JOL C 2,139,F,80,2150,Coffin,death,dead,1
D_JOL C 2,139,F,80,2368,Aircraft,plane,plane,1
D_JOL C 2,139,B,80,3811,Dog,fd,paw,0
D_JOL C 2,139,U,80,2205,Morning,person,temperature,0
D_JOL C 2,135,F,80,2078,Division,math,math,1
D_JOL C 2,135,F,80,8580,Fantastic,fabulous,great,0
D_JOL C 2,135,F,80,1984,Pilot,plane,plane,1
D_JOL C 2,135,B,80,2339,Cow,boy,herd,0
D_JOL C 2,135,S,80,3252,Cheese,stick,wine,0
D_JOL C 2,135,S,80,3600,Toilet,bathroom,bathroom,1
D_JOL C 2,135,S,80,2878,Future,past,past,1
D_JOL C 2,135,U,80,1370,Clear,k,moat,0
D_JOL C 2,143,F,80,2948,Growth,plant,height,0
D_JOL C 2,143,F,80,905,Chili,cold,hot,0
D_JOL C 2,143,B,80,1504,Stomach,hurt,digestion,0
D_JOL C 2,143,B,80,2100,Cold,front,bitter,0
D_JOL C 2,143,S,80,2570,Wind,air,blow,0
D_JOL C 2,143,F,80,1889,Thimble,,thread,0
D_JOL C 2,143,B,80,2281,End,start,begin,0
D_JOL C 2,143,B,80,1529,Dog,paw,paw,1
D_JOL C 2,143,S,80,1999,Bracelet,wrist,wrist,1
D_JOL C 2,116,U,80,4134,Hand,foot,fix,0
D_JOL C 2,116,U,80,6449,Tuck,shirt,allow,0
D_JOL C 2,123,F,80,4078,Word,,sentence,0
D_JOL C 2,123,F,80,3376,Pilot,airplane,plane,1
D_JOL C 2,123,B,80,2351,Bad,good,delinquent,0
D_JOL C 2,123,S,80,3676,Bar,party,grill,0
D_JOL C 2,127,S,80,7107,Salad,shrimp,lettuce,0
D_JOL C 2,116,S,80,5703,Equal,rights,rights,1
D_JOL C 2,119,F,80,3057,Thimble,thread,thread,1
D_JOL C 2,119,F,80,2946,Banker,money,money,1
D_JOL C 2,119,U,80,2272,Ounce,weigh,both,0
D_JOL C 2,123,F,80,5165,Nap,sleep,sleep,1
D_JOL C 2,123,U,80,4108,Clear,,moat,0
D_JOL C 2,127,S,80,3811,Shave,razor,razor,1
D_JOL C 2,127,S,80,3703,Have,,own,0
D_JOL C 2,127,U,80,4959,Toil,,lease,0
D_JOL D 2,132,S,80,1108,Jury,trial,trial,1
D_JOL D 2,144,F,80,3680,Sip,drink,drink,1
D_JOL D 2,144,S,80,3385,Decision,choice,choice,1
D_JOL D 2,144,S,80,5309,Future,past,past,1
D_JOL D 2,148,S,80,3968,Cheese,wine,wine,1
D_JOL D 2,144,F,80,4676,Windsield,car,NA,0
D_JOL D 2,144,F,80,3765,Penguin,bird,bird,1
D_JOL D 2,144,F,80,15542,Favorite,best,best,1
D_JOL D 2,144,F,80,4455,Panther,cat,cat,1
D_JOL D 2,144,B,80,11032,Cold,hot,bitter,0
D_JOL D 2,148,F,80,4417,League,baseball,baseball,1
D_JOL D 2,148,F,80,3986,Nap,tired,sleep,0
D_JOL D 2,148,S,80,8148,Wet,dry,dry,1
D_JOL D 2,148,S,80,3656,Hate,truth,name,0
D_JOL D 2,120,F,80,4748,Attorney,law,law,1
D_JOL D 2,120,B,80,2752,Bird,penguin,swan,0
D_JOL D 2,120,B,80,4061,War,revolution,revolution,1
D_JOL D 2,120,S,80,7553,End,begin,begin,1
D_JOL D 2,120,S,80,4366,Bee,honey,honey,1
D_JOL D 2,120,S,80,2815,Child,baby,baby,1
D_JOL D 2,124,B,80,5699,Water,wet,bridge,0
D_JOL D 2,124,S,80,2860,Amount,number,number,1
D_JOL D 2,124,U,80,2340,Business,card,death,0
D_JOL D 2,120,F,80,6139,Thimble,thumb,thread,0
D_JOL D 2,120,B,80,4625,Eat,,dine,0
D_JOL D 2,120,S,80,6733,Have,,own,0
D_JOL D 2,124,F,80,3223,Flip,turn,turn,1
D_JOL D 2,124,F,80,4973,Penguin,bird,bird,1
D_JOL D 2,124,B,80,5577,Mystery,detective,detective,1
D_JOL D 2,124,S,80,3123,Wax,candle,candle,1
D_JOL D 2,124,S,80,2109,Seatbelt,car,safety,0
D_JOL D 2,124,S,80,3904,Hate,bad,name,0
D_JOL D 2,128,B,80,3687,End,begin,begin,1
D_JOL D 2,128,B,80,3525,Donkey,mule,mule,1
D_JOL D 2,128,S,80,2421,Drink,water,water,1
D_JOL C 2,127,B,79,5785,Out,,way,0
D_JOL D 2,132,B,79,1857,Paper,document,document,1
D_JOL C 2,115,F,78,2617,Seize,take,take,1
D_JOL C 2,115,B,78,5680,Rock,hard,geology,0
D_JOL C 2,115,B,78,4860,War,revolution,revolution,1
D_JOL C 2,115,F,78,30302,Flip,turn,turn,1
D_JOL C 2,115,F,78,2289,Breakable,glass,glass,1
D_JOL C 2,115,B,78,17333,Trash,litter,litter,1
D_JOL C 2,115,S,78,3506,Wax,candle,candle,1
D_JOL C 2,115,U,78,3594,Joke,laugh,keys,0
D_JOL C 2,127,F,78,4166,Actress,star,star,1
D_JOL C 2,127,B,78,5180,Paper,document,document,1
D_JOL C 2,127,S,78,2334,Wet,dry,dry,1
D_JOL D 2,132,F,78,7386,Famine,hunger,hunger,1
D_JOL D 2,132,S,78,26510,Wind,blow,blow,1
D_JOL D 2,132,F,78,2268,Villian,bad,NA,0
D_JOL D 2,132,F,78,3983,Truthful,honest,honest,1
D_JOL D 2,152,F,78,3274,Enough,alot,full,0
D_JOL D 2,152,B,78,2221,Flower,pot,orchid,0
D_JOL D 2,152,S,78,8733,Bar,hig,grill,0
D_JOL D 2,152,S,78,3848,Future,past,past,1
D_JOL D 2,148,S,78,7979,Equal,rights,rights,1
D_JOL D 2,148,U,78,5874,Clear,see,moat,0
D_JOL D 2,152,F,78,2790,Banker,teller,money,0
D_JOL D 2,152,B,78,7214,Love,affection,affection,1
D_JOL D 2,152,S,78,4970,Noise,loud,loud,1
D_JOL D 2,128,F,78,2944,Seize,size,take,0
D_JOL D 2,128,F,78,2143,Pilot,plane,plane,1
D_JOL D 2,128,F,78,2910,Blaze,fire,fire,1
D_JOL D 2,128,S,78,2532,Toilet,water,bathroom,0
D_JOL D 2,128,U,78,2193,Woman,women,lift,0
D_JOL D 2,128,U,78,1474,Lion,cat,art,0
D_JOL D 2,120,B,78,7233,Dog,bark,paw,0
D_JOL D 2,120,S,78,2808,Carbon,element,element,1
D_JOL D 2,120,S,78,3728,Ground,,earth,0
D_JOL D 2,120,S,78,4526,Lie,truth,truth,1
D_JOL D 2,128,B,78,3376,Head,nose,scalp,0
D_JOL D 2,128,B,78,3035,Scissors,cut,shears,0
D_JOL D 2,128,S,78,2136,Shave,cream,razor,0
D_JOL D 2,128,S,78,2765,Reel,steel,rod,0
D_JOL D 2,128,U,78,2483,Steak,bake,give,0
D_JOL C 2,115,F,77,7216,Chore,,work,0
D_JOL D 2,132,F,77,4305,Panther,cat,cat,1
D_JOL D 2,128,B,77,2382,Clean,spot,hygiene,0
D_JOL D 2,124,S,77,2975,Lonely,alo,alone,1
D_JOL C 2,143,B,76,4056,Plant,cactus,root,0
D_JOL C 2,127,F,76,20442,Blaze,fire,fire,1
D_JOL C 2,127,B,76,4443,Dog,paw,paw,1
D_JOL C 2,127,U,76,16230,Hand,fix,fix,1
D_JOL D 2,132,S,76,3725,Bar,stool,grill,0
D_JOL D 2,152,U,76,5945,Hand,arm,fix,0
D_JOL D 2,152,F,76,3321,Revenge,equal,even,0
D_JOL D 2,152,F,76,6649,Strawberry,friut,fruit,1
D_JOL D 2,152,B,76,7395,Mystery,movie,detective,0
D_JOL D 2,152,B,76,4742,Paper,tree,document,0
D_JOL D 2,152,S,76,3177,Drink,water,water,1
D_JOL D 2,128,B,76,3960,Money,banker,wage,0
D_JOL D 2,128,S,76,2031,Design,artchietect,architecture,1
D_JOL D 2,128,S,76,1437,Soda,pop,pop,1
D_JOL D 2,128,U,76,3556,Tuck,duck,allow,0
D_JOL D 2,128,F,76,3154,Panther,cat,cat,1
D_JOL D 2,128,F,76,2227,Banker,money,money,1
D_JOL C 2,115,S,75,16856,Assignment,due,due,1
D_JOL C 2,139,U,75,4055,Lion,cat,art,0
D_JOL C 2,115,B,75,3773,Mystery,detective,detective,1
D_JOL C 2,115,S,75,5063,Jar,mason,mason,1
D_JOL C 2,139,F,75,3861,Windsield,bug,NA,0
D_JOL C 2,139,F,75,2027,Strawberry,fruit,fruit,1
D_JOL C 2,139,F,75,3556,Banker,money,money,1
D_JOL C 2,139,B,75,4359,Trash,board,litter,0
D_JOL C 2,139,B,75,2243,Car,bike,happy,0
D_JOL C 2,139,B,75,2614,Donkey,kick,mule,0
D_JOL C 2,139,S,75,1235,Drink,spda,water,0
D_JOL C 2,139,S,75,3062,Seatbelt,drive,safety,0
D_JOL C 2,139,U,75,5017,Charm,spell,vehicle,0
D_JOL C 2,139,S,75,1469,Hate,crime,name,0
D_JOL C 2,139,U,75,3569,Ounce,before,both,0
D_JOL C 2,131,U,75,5468,Would,not,cash,0
D_JOL C 2,143,B,75,3219,Sting,hornet,hornet,1
D_JOL C 2,143,F,75,2828,Truthful,honest,honest,1
D_JOL C 2,143,B,75,1254,Cold,sick,bitter,0
D_JOL D 2,136,B,75,3577,Card,credit,credit,1
D_JOL D 2,136,S,75,2927,Salad,lettuce,lettuce,1
D_JOL D 2,136,F,75,4797,Panther,cat,cat,1
D_JOL D 2,136,B,75,4205,Tie,shoelace,shoelace,1
D_JOL D 2,136,U,75,5763,Tan,sun,sun,1
D_JOL D 2,136,U,75,3637,Obtain,meat,meat,1
D_JOL D 2,136,U,75,3943,Joke,funny,keys,0
D_JOL D 2,136,U,75,3081,Sign,write,loan,0
D_JOL D 2,132,F,75,1785,Wasp,bug,bug,1
D_JOL D 2,132,S,75,4700,Foot,shoe,shoe,1
D_JOL D 2,132,S,75,3103,Future,past,past,1
D_JOL D 2,132,B,75,5991,Fight,feud,feud,1
D_JOL D 2,132,S,75,2642,Have,own,own,1
D_JOL D 2,144,F,75,2848,Fantastic,great,great,1
D_JOL D 2,144,S,75,4752,Salad,plant,lettuce,0
D_JOL D 2,144,B,75,4428,Paper,write,document,0
D_JOL D 2,144,S,75,5489,Wax,cut,candle,0
D_JOL D 2,148,F,75,5459,Flip,flop,turn,0
D_JOL D 2,148,B,75,6026,Cut,chop,chop,1
D_JOL D 2,148,S,75,5630,Drink,water,water,1
D_JOL D 2,148,S,75,6137,Reel,,rod,0
D_JOL D 2,152,B,75,4692,End,begin,begin,1
D_JOL D 2,124,F,75,1383,Chili,hot,hot,1
D_JOL D 2,124,S,75,1721,Liver,kidney,kidney,1
D_JOL D 2,128,F,75,6906,Word,choice,sentence,0
D_JOL D 2,128,F,75,4518,Division,math,math,1
D_JOL D 2,128,F,75,2288,Attorney,law,law,1
D_JOL D 2,128,B,75,6202,Fish,tuna,tuna,1
D_JOL D 2,128,S,75,2966,Jury,attorney,trial,0
D_JOL D 2,128,S,75,2538,Bar,grill,grill,1
D_JOL D 2,128,S,75,3624,Liver,stomach,kidney,0
D_JOL D 2,124,F,75,7166,Windsield,car,NA,0
D_JOL D 2,124,U,75,4869,Clear,white,moat,0
D_JOL D 2,128,F,75,4091,Breakable,glass,glass,1
D_JOL D 2,128,B,75,3872,Plant,cactus,root,0
D_JOL D 2,128,B,75,3699,Red,color,cherry,0
D_JOL D 2,128,B,75,3294,Cut,scissors,chop,0
D_JOL D 2,128,U,75,3706,Fiction,FALSE,listen,0
D_JOL C 2,116,U,74,6686,Hungry,dinner,park,0
D_JOL C 2,127,B,74,6899,Stomach,,digestion,0
D_JOL D 2,132,F,74,5461,Attire,clothes,clothes,1
D_JOL D 2,132,F,74,4512,Strawberry,fruit,fruit,1
D_JOL D 2,132,B,74,3312,Mystery,detective,detective,1
D_JOL D 2,132,S,74,9467,Wax,candle,candle,1
D_JOL D 2,152,F,74,3471,Seize,panic,take,0
D_JOL C 2,115,B,73,4636,Cold,bitter,bitter,1
D_JOL D 2,132,F,73,13932,Blaze,fire,fire,1
D_JOL D 2,132,S,73,3769,Jar,mason,mason,1
D_JOL C 2,115,F,70,4723,Wasp,bug,bug,1
D_JOL C 2,115,B,70,26954,Flower,orchid,orchid,1
D_JOL C 2,115,S,70,11439,Cheese,wine,wine,1
D_JOL C 2,115,S,70,5016,Ground,earth,earth,1
D_JOL C 2,139,B,70,3474,Head,neck,scalp,0
D_JOL C 2,139,S,70,3598,Wax,candle,candle,1
D_JOL C 2,139,S,70,3512,Communication,process,phone,0
D_JOL C 2,135,F,70,2800,Enough,full,full,1
D_JOL C 2,135,B,70,2122,Flower,beautiful,orchid,0
D_JOL C 2,135,S,70,3512,Amount,quantity,number,0
D_JOL C 2,135,S,70,3704,Site,j,location,0
D_JOL C 2,135,S,70,4200,Jury,trial,trial,1
D_JOL C 2,135,S,70,3965,End,beginning,begin,0
D_JOL C 2,135,S,70,3558,Foot,ball,shoe,0
D_JOL C 2,135,S,70,5967,Child,adult,baby,0
D_JOL C 2,131,U,70,9875,Fiction,book,listen,0
D_JOL C 2,135,F,70,2538,Strawberry,fruitr,fruit,1
D_JOL C 2,135,F,70,2211,Nap,sleep,sleep,1
D_JOL C 2,135,S,70,2319,Equal,same,rights,0
D_JOL C 2,143,F,70,9761,Cave,dark,dark,1
D_JOL C 2,143,F,70,6025,Division,math,math,1
D_JOL C 2,143,F,70,1976,Racket,bal,ball,1
D_JOL C 2,143,B,70,1058,Plant,tree,root,0
D_JOL C 2,143,S,70,2982,Site,sore,location,0
D_JOL C 2,143,S,70,1421,Soda,pop,pop,1
D_JOL C 2,143,S,70,2338,Child,play,baby,0
D_JOL C 2,143,U,70,2840,Hungry,famine,park,0
D_JOL C 2,143,U,70,3420,Sight,sore,debate,0
D_JOL C 2,143,B,70,1698,Tie,knot,shoelace,0
D_JOL C 2,143,B,70,2366,Head,ache,scalp,0
D_JOL C 2,143,S,70,1451,Away,towards,gone,0
D_JOL C 2,143,S,70,1406,Lonely,sad,alone,0
D_JOL C 2,143,S,70,2803,Lie,dishonest,truth,0
D_JOL C 2,143,S,70,1310,Tick,flee,flea,1
D_JOL C 2,143,U,70,1347,Sign,up,loan,0
D_JOL C 2,123,F,70,5148,Chore,clean,work,0
D_JOL C 2,123,B,70,2981,Out,in,way,0
D_JOL C 2,123,B,70,5114,Clean,dirt,hygiene,0
D_JOL C 2,123,S,70,4833,Amount,total,number,0
D_JOL C 2,123,S,70,6319,Wind,,blow,0
D_JOL C 2,123,U,70,3269,Sight,see,debate,0
D_JOL C 2,127,B,70,8294,Bird,swan,swan,1
D_JOL C 2,127,S,70,3171,Wind,blow,blow,1
D_JOL C 2,127,U,70,4711,Car,,happy,0
D_JOL C 2,127,U,70,6450,Lion,art,art,1
D_JOL C 2,116,F,70,5232,Villian,enemy,NA,0
D_JOL C 2,123,F,70,2168,Truthful,honest,honest,1
D_JOL C 2,123,B,70,2688,Car,truck,happy,0
D_JOL C 2,123,B,70,3599,Smell,goo,incense,0
D_JOL C 2,123,U,70,1021,Maroon,win,justice,0
D_JOL C 2,127,B,70,1813,Head,,scalp,0
D_JOL C 2,127,B,70,3936,Scissors,shears,shears,1
D_JOL C 2,127,S,70,4197,Drink,water,water,1
D_JOL D 2,136,B,70,3861,Dog,furry,paw,0
D_JOL D 2,136,U,70,7093,Steak,buy,give,0
D_JOL D 2,144,F,70,3905,Chore,work,work,1
D_JOL D 2,144,F,70,3723,Attire,clothes,clothes,1
D_JOL D 2,144,B,70,4521,Cow,herd,herd,1
D_JOL D 2,148,F,70,3773,Sip,drink,drink,1
D_JOL D 2,148,F,70,5092,Division,subtraction,math,0
D_JOL D 2,148,F,70,3295,Latch,close,key,0
D_JOL D 2,148,F,70,4248,Chili,hot,hot,1
D_JOL D 2,148,F,70,2609,Chore,money,work,0
D_JOL D 2,148,F,70,2834,Pilot,plane,plane,1
D_JOL D 2,148,B,70,3696,Water,drink,bridge,0
D_JOL D 2,148,B,70,6961,Rock,geology,geology,1
D_JOL D 2,148,B,70,2829,Cow,milk,herd,0
D_JOL D 2,148,S,70,3245,Bar,grill,grill,1
D_JOL D 2,148,S,70,3609,Liver,kidney,kidney,1
D_JOL D 2,148,S,70,2642,End,begin,begin,1
D_JOL D 2,148,S,70,3609,Toilet,bathroom,bathroom,1
D_JOL D 2,148,S,70,3345,Decision,,choice,0
D_JOL D 2,148,S,70,2910,Bee,honey,honey,1
D_JOL D 2,148,S,70,2750,Round,circle,circle,1
D_JOL D 2,144,F,70,4871,Actress,star,star,1
D_JOL D 2,144,F,70,4787,Breakable,bond,glass,0
D_JOL D 2,144,F,70,11736,League,baseball,baseball,1
D_JOL D 2,148,F,70,6302,Coffin,dead,dead,1
D_JOL D 2,148,F,70,7304,Aircraft,plane,plane,1
D_JOL D 2,148,F,70,4386,Brawl,fight,fight,1
D_JOL D 2,148,B,70,4418,Smell,taste,incense,0
D_JOL D 2,148,S,70,4594,Away,gone,gone,1
D_JOL D 2,148,U,70,9022,Steak,food,give,0
D_JOL D 2,152,F,70,4388,Villian,badguy,NA,0
D_JOL D 2,120,F,70,3841,Division,math,math,1
D_JOL D 2,120,F,70,4075,Chili,hot,hot,1
D_JOL D 2,120,S,70,5359,Future,past,past,1
D_JOL D 2,124,F,70,13460,Chore,ok,work,0
D_JOL D 2,124,S,70,7974,End,adjourn,begin,0
D_JOL D 2,120,B,70,4511,Plant,cactus,root,0
D_JOL D 2,124,B,70,2211,Trash,can,litter,0
D_JOL D 2,124,B,70,5425,Cut,hurt,chop,0
D_JOL D 2,124,B,70,3822,Fight,feud,feud,1
D_JOL D 2,124,S,70,3204,Carbon,element,element,1
D_JOL D 2,124,S,70,2662,Drink,alcohol,water,0
D_JOL D 2,128,S,70,2374,Lonely,alone,alone,1
D_JOL D 2,128,S,70,4490,Seatbelt,car,safety,0
D_JOL D 2,128,U,70,5693,Election,president,maze,0
D_JOL C 2,115,B,69,4809,Water,drink,bridge,0
D_JOL C 2,115,S,69,3345,End,begin,begin,1
D_JOL C 2,115,B,69,3190,Scissors,sheer,shears,1
D_JOL C 2,115,S,69,4476,Communication,phone,phone,1
D_JOL C 2,127,B,69,18656,Plant,,root,0
D_JOL D 2,132,S,69,3254,Cheese,,wine,0
D_JOL D 2,128,S,69,3673,End,begin,begin,1
D_JOL C 2,115,F,68,5447,Word,sentence,sentence,1
D_JOL C 2,115,F,68,6624,Attorney,law,law,1
D_JOL C 2,139,S,68,3801,Ground,olid,earth,0
D_JOL D 2,132,F,68,5372,Aircraft,plane,plane,1
D_JOL C 2,115,S,67,7810,Waste,dump,dump,1
D_JOL C 2,115,U,67,6549,Car,happy,happy,1
D_JOL C 2,115,B,67,2443,Long,extensions,extension,1
D_JOL C 2,127,S,67,3401,Jury,trial,trial,0
D_JOL D 2,132,B,67,2489,News,editor,editor,1
D_JOL D 2,132,B,67,3086,Flower,orchid,orchid,1
D_JOL D 2,132,S,67,8328,Assignment,due,due,1
D_JOL D 2,132,S,67,3004,Site,location,location,1
D_JOL D 2,132,S,67,20244,End,begin,begin,1
D_JOL D 2,132,U,67,2267,Hungry,food,park,0
D_JOL D 2,132,B,67,3710,Plant,cactus,root,0
D_JOL D 2,152,F,67,1922,Growth,palnt,height,0
D_JOL D 2,152,B,67,2196,Cow,herd,herd,1
D_JOL D 2,152,S,67,2328,Soda,pop,pop,1
D_JOL D 2,152,U,67,3104,Riddle,question,sugar,0
D_JOL D 2,152,S,67,5079,Lonely,alone,alone,1
D_JOL D 2,152,S,67,5137,Seatbelt,car,safety,0
D_JOL D 2,128,F,67,2986,Latch,catch,key,0
D_JOL D 2,128,F,67,2050,Stench,stretch,smell,0
D_JOL D 2,128,B,67,2127,Water,wet,bridge,0
D_JOL D 2,128,B,67,2272,Cow,milk,herd,0
D_JOL D 2,128,B,67,1622,Flower,cactus,orchid,0
D_JOL D 2,128,U,67,1874,Belt,seat,soon,0
D_JOL D 2,128,F,67,3610,Aircraft,plane,plane,1
D_JOL D 2,128,S,67,1824,Wax,max,candle,0
D_JOL D 2,128,U,67,2805,Children,kids,mirror,0
D_JOL C 2,115,S,66,11520,Jury,court,trial,0
D_JOL C 2,143,B,66,6140,Clean,steralized,hygiene,0
D_JOL D 2,132,S,66,3169,Wet,dry,dry,1
D_JOL D 2,128,B,66,3760,Hammer,tool,chisel,0
D_JOL D 2,128,U,66,3034,Floor,discovery,discover,1
D_JOL C 2,115,B,65,12456,Money,wage,wage,1
D_JOL C 2,139,B,65,4796,Rock,bottom,geology,0
D_JOL C 2,139,B,65,4313,End,beggiing,begin,0
D_JOL C 2,139,B,65,2679,Smell,stench,incense,0
D_JOL C 2,139,S,65,4143,Reel,rod,rod,1
D_JOL C 2,139,U,65,3484,Tan,sun,sun,1
D_JOL C 2,139,U,65,3235,Maroon,,justice,0
D_JOL C 2,139,U,65,4227,Shake,back,shell,0
D_JOL C 2,131,U,65,7814,Charm,show,vehicle,0
D_JOL C 2,143,F,65,3648,Famine,hungry,hunger,1
D_JOL C 2,143,S,65,3963,Salad,lettuce,lettuce,1
D_JOL C 2,143,B,65,2666,Cut,hair,chop,0
D_JOL C 2,127,F,65,5024,Famine,hunger,hunger,1
D_JOL C 2,127,U,65,19129,Maroon,justice,justice,1
D_JOL D 2,132,F,65,4851,Stench,smell,smell,1
D_JOL D 2,132,B,65,3373,Hammer,chisel,chisel,1
D_JOL D 2,132,S,65,9843,Liver,kidney,kidney,1
D_JOL D 2,144,F,65,5264,Aircraft,plane,plane,1
D_JOL D 2,144,U,65,3903,Morning,temperature,temperature,1
D_JOL D 2,148,B,65,6960,Trash,smell,litter,0
D_JOL D 2,148,U,65,5627,Joke,laugh,keys,0
D_JOL D 2,128,B,65,2604,Bird,penguin,swan,0
D_JOL D 2,128,B,65,7313,Out,in,way,0
D_JOL D 2,124,F,65,4071,League,baseball,baseball,1
D_JOL D 2,124,B,65,2838,Head,face,scalp,0
D_JOL D 2,128,S,65,2756,Jar,mason,mason,1
D_JOL C 2,127,B,64,9616,Hammer,chisel,chisel,1
D_JOL C 2,127,F,64,4206,Truthful,honest,honest,1
D_JOL D 2,132,S,64,4722,Round,circle,circle,1
D_JOL D 2,132,F,64,6989,Breakable,glass,glass,1
D_JOL D 2,132,B,64,3871,Head,heel,scalp,0
D_JOL D 2,152,S,64,3424,Wax,buff,candle,0
D_JOL C 2,115,B,63,7413,Plant,root,root,1
D_JOL D 2,132,F,63,2523,Drowsy,sleep,sleep,1
D_JOL D 2,132,F,63,12524,League,baseball,baseball,1
D_JOL D 2,132,B,63,3164,Trash,litter,litter,1
D_JOL D 2,132,S,63,3042,Reel,rod,rod,1
D_JOL D 2,132,F,62,2949,Fantastic,great,great,1
D_JOL D 2,132,F,62,3970,Chore,work,work,1
