ExperimentName,Subject,Session,Block,cue_target,Direction,ListNum,JOL,JOL RT,Block,cue_target,ListNum,Recall_Response,Scored,Recall RT
D_JOL A 2,129,1,BlockProc2,Incense - Smell,F,15,0,5172,BlockProc2,Incense - ?,15,,,4536
D_JOL A 2,129,1,BlockProc2,Dine - Eat,F,16,90,2559,BlockProc2,Dine - ?,16,EAT,,1758
D_JOL A 2,129,1,BlockProc2,Shears - Scissors,F,17,50,4834,BlockProc2,Shears - ?,17,SCISSORS,,3522
D_JOL A 2,129,1,BlockProc2,Feud - Fight,F,18,100,2438,BlockProc2,Feud - ?,18,FIGHT,,2157
D_JOL A 2,129,1,BlockProc2,Chill - Cold,F,19,0,2318,BlockProc2,Chill - ?,19,COLD,,4235
D_JOL A 2,129,1,BlockProc2,Affection - Love,F,20,100,2000,BlockProc2,Affection - ?,20,LOVE,,1951
D_JOL A 2,129,1,BlockProc2,Turn - Flip,B,21,100,1658,BlockProc2,Turn - ?,21,FLIP,,2143
D_JOL A 2,129,1,BlockProc2,Car - Windshield,B,22,100,1625,BlockProc2,Car - ?,22,DRIVE,,4001
D_JOL A 2,129,1,BlockProc2,Bad - Villain,B,23,100,1564,BlockProc2,Bad - ?,23,TERRIBLE,,12891
D_JOL A 2,129,1,BlockProc2,Bird - Penguin,B,24,90,4553,BlockProc2,Bird - ?,24,CATCH,,2794
D_JOL A 2,129,1,BlockProc2,Star - Actress,B,25,100,1614,BlockProc2,Star - ?,25,FISH,,3109
D_JOL A 2,129,1,BlockProc2,Thread - Thimble,B,26,95,3703,BlockProc2,Thread - ?,26,THIMBLE,,2590
D_JOL A 2,129,1,BlockProc2,Even - Revenge,B,27,90,2720,BlockProc2,Even - ?,27,REVENGE,,3015
D_JOL A 2,129,1,BlockProc2,Pop - Balloon,B,28,75,2245,BlockProc2,Pop - ?,28,BALLOON,,4898
D_JOL A 2,129,1,BlockProc2,Fruit - Strawberry,B,29,100,2055,BlockProc2,Fruit - ?,29,STRAW,,2104
D_JOL A 2,129,1,BlockProc2,Best - Favorite,B,30,0,4988,BlockProc2,Best - ?,30,GOOD,,4461
D_JOL A 2,129,1,BlockProc2,Cat - Panther,B,31,100,1952,BlockProc2,Cat - ?,31,DOG,,4528
D_JOL A 2,129,1,BlockProc2,Glass - Breakable,B,32,100,2148,BlockProc2,Glass - ?,32,BREAKABLE,,3375
D_JOL A 2,129,1,BlockProc2,Dead - Coffin,B,33,100,1840,BlockProc2,Dead - ?,33,BIRD,,7642
D_JOL A 2,129,1,BlockProc2,Plane - Aircraft,B,34,100,2193,BlockProc2,Plane - ?,34,AIRCRAFT,,3869
D_JOL A 2,129,1,BlockProc2,Fish - Sardine,B,35,90,3939,BlockProc2,Fish - ?,35,WATER,,4753
D_JOL A 2,129,1,BlockProc2,Baseball - League,B,36,90,3103,BlockProc2,Baseball - ?,36,GAME,,3041
D_JOL A 2,129,1,BlockProc2,Money - Banker,B,37,100,1846,BlockProc2,Money - ?,37,CASH,,2320
D_JOL A 2,129,1,BlockProc2,Honest - Truthful,B,38,100,1308,BlockProc2,Honest - ?,38,TRUTH,,9182
D_JOL A 2,129,1,BlockProc2,Sleep - Nap,B,39,99,4310,BlockProc2,Sleep - ?,39,NAP,,2140
D_JOL A 2,129,1,BlockProc2,Fight - Brawl,B,40,76,4682,BlockProc2,Fight - ?,40,BRAWL,,3621
D_JOL A 2,129,1,BlockProc2,Razor - Shave,S,41,100,2173,BlockProc2,Razor - ?,41,SHAVE,,1753
D_JOL A 2,129,1,BlockProc2,Rights - Equal,S,42,100,3309,BlockProc2,Rights - ?,42,EQUAL,,2970
D_JOL A 2,129,1,BlockProc2,Mason - Jar,S,43,100,3701,BlockProc2,Mason - ?,43,JAR,,1728
D_JOL A 2,129,1,BlockProc2,Candle - Wax,S,44,90,3385,BlockProc2,Candle - ?,44,WAX,,1773
D_JOL A 2,129,1,BlockProc2,Wrist - Bracelet,S,45,100,1993,BlockProc2,Wrist - ?,45,BRACELET,,3410
D_JOL A 2,129,1,BlockProc2,Element - Carbon,S,46,100,2016,BlockProc2,Element - ?,46,CARBON,,2674
D_JOL A 2,129,1,BlockProc2,Gone - Away,S,47,100,2527,BlockProc2,Gone - ?,47,AWAY,,2176
D_JOL A 2,129,1,BlockProc2,Water - Drink,S,48,90,5372,BlockProc2,Water,48,DRINK,,2593
D_JOL A 2,129,1,BlockProc2,Earth - Ground,S,49,100,2131,BlockProc2,Earth - ?,49,STRONG,,1910
D_JOL A 2,129,1,BlockProc2,Alone - Lonely,S,50,100,1775,BlockProc2,Alone - ?,50,LONELY,,2448
D_JOL A 2,129,1,BlockProc2,Dry - Wet,S,51,100,2183,BlockProc2,Dry - ?,51,WET,,1409
D_JOL A 2,129,1,BlockProc2,Safety - Seatbelt,S,52,100,1981,BlockProc2,Safety - ?,52,SEATBELT,,2913
D_JOL A 2,129,1,BlockProc2,Truth - Lie,S,53,100,3518,BlockProc2,Truth - ?,53,LIE,,1679
D_JOL A 2,129,1,BlockProc2,Phone - Communication,S,54,100,1859,BlockProc2,Phone - ?,54,DISCUSSION,,6106
D_JOL A 2,129,1,BlockProc2,Rod - Reel,S,55,100,2125,BlockProc2,Rod - ?,55,REEL,,1593
D_JOL A 2,129,1,BlockProc2,Flea - Tick,S,56,100,2624,BlockProc2,Flea - ?,56,TICK,,1616
D_JOL A 2,129,1,BlockProc2,Loud - Noise,S,57,100,3982,BlockProc2,Loud - ?,57,NOISE,,1927
D_JOL A 2,129,1,BlockProc2,Own - Have,S,58,100,2584,BlockProc2,Own - ?,58,HAVE,,1713
D_JOL A 2,129,1,BlockProc2,Tantrum - Temper,S,59,100,2935,BlockProc2,Tantrum - ?,59,TEMPER,,2754
D_JOL A 2,129,1,BlockProc2,Sun - Tan,S,60,100,1700,BlockProc2,Sun - ?,60,TAN,,1702
D_JOL A 2,129,1,BlockProc2,Justice - Maroon,U,61,40,4015,BlockProc2,Justice - ?,61,COURT,,6986
D_JOL A 2,129,1,BlockProc2,Stretch - Cloth,U,62,70,2263,BlockProc2,Stretch - ?,62,CLOSURE,,4523
D_JOL A 2,129,1,BlockProc2,Give - Steak,U,63,60,2016,BlockProc2,Give - ?,63,TAKE,,4921
D_JOL A 2,129,1,BlockProc2,Maze - Election,U,64,50,5288,BlockProc2,Maze - ?,64,MOMENT,,5971
D_JOL A 2,129,1,BlockProc2,Meat - Obtain,U,65,80,2873,BlockProc2,Vehicle - ?,65,DRIVE,,3033
D_JOL A 2,129,1,BlockProc2,Crackle - Able,U,66,0,1368,BlockProc2,Meat - ?,66,MARKET,,3829
D_JOL A 2,129,1,BlockProc2,Shell - Snake,U,67,100,1797,BlockProc2,Crackle - ?,67,POP,,2850
D_JOL A 2,129,1,BlockProc2,Listen - Fiction,U,68,50,1857,BlockProc2,Shell - ?,68,FISH,,4437
D_JOL A 2,129,1,BlockProc2,Keys - Joke,U,69,86,5570,BlockProc2,Listen - ?,69,EAR,,4635
D_JOL A 2,129,1,BlockProc2,Cake - Clothes,U,70,50,2087,BlockProc2,Keys - ?,70,LATCH,,1914
D_JOL A 2,129,1,BlockProc2,Name - Hate,U,71,80,4809,BlockProc2,Cake - ?,71,CLOTHES,,2503
D_JOL A 2,129,1,BlockProc2,Fuzzy - Bang,U,72,88,2811,BlockProc2,Name - ?,72,HATTE,,2587
D_JOL A 2,129,1,BlockProc2,Moat - Clear,U,73,0,1125,BlockProc2,Fuzzy - ?,73,NAP,,7967
D_JOL A 2,129,1,BlockProc2,Lease - Toil,U,74,40,3830,BlockProc2,Moat - ?,74,MULE,,2580
D_JOL A 2,129,1,BlockProc2,Loan - Sign,U,75,50,5184,BlockProc2,Lease - ?,75,TOIL,,2803
D_JOL A 2,129,1,BlockProc2,Both - Ounce,U,76,100,4185,BlockProc2,Loan - ?,76,MONEY,,5473
D_JOL A 2,129,1,BlockProc2,Temperature - Morning,U,77,89,5061,BlockProc2,Both - ?,77,B,,187
D_JOL A 2,129,1,BlockProc2,Mirror - Children,U,78,100,2938,BlockProc2,Temperature - ?,78,MORNING,,2113
D_JOL A 2,129,1,BlockProc2,Main - Scar,U,79,100,2029,BlockProc2,Mirror - ?,79,CHILDREN,,3224
D_JOL A 2,129,1,BlockProc2,Charm - Vehicle,U,80,70,2785,BlockProc2,Main - ?,80,EVENT,,3041
D_JOL B 2,114,1,BlockProc1,Delinquent - Bad,F,1,14,6190,BlockProc1,Delinquent - ?,1,Bad,,6150
D_JOL B 2,114,1,BlockProc1,Digestion - Stomach,F,2,88,6317,BlockProc1,Digestion - ?,2,Stomach,,4038
D_JOL B 2,114,1,BlockProc1,Wage - Money,F,3,76,2797,BlockProc1,Wage - ?,3,Money,,3618
D_JOL B 2,114,1,BlockProc1,Chisel - Hammer,F,4,73,3160,BlockProc1,Chisel - ?,4,Whisle,,4434
D_JOL B 2,114,1,BlockProc1,Editor - News,F,5,65,4097,BlockProc1,Editor - ?,5,Writer,,6031
D_JOL B 2,114,1,BlockProc1,Hornet - Sting,F,6,16,3550,BlockProc1,Hornet - ?,6,Horn,,8928
D_JOL B 2,114,1,BlockProc1,Bitter - Cold,F,7,64,6405,BlockProc1,Bitter - ?,7,Bad,,5491
D_JOL B 2,114,1,BlockProc1,Root - Plant,F,8,86,4353,BlockProc1,Root - ?,8,Tree,,6884
D_JOL B 2,114,1,BlockProc1,Swan - Bird,F,9,43,3593,BlockProc1,Swan - ?,9,Bird,,3388
D_JOL B 2,114,1,BlockProc1,Paw - Dog,F,10,68,5827,BlockProc1,Paw - ?,10,Dog,,3644
D_JOL B 2,114,1,BlockProc1,Way - Out,F,11,99,2480,BlockProc1,Way - ?,11,Out,,5314
D_JOL B 2,114,1,BlockProc1,Hygiene - Clean,F,12,88,2844,BlockProc1,Hygiene - ?,12,Clean,,4806
D_JOL B 2,114,1,BlockProc1,Bridge - Water,F,13,87,3936,BlockProc1,Bridge - ?,13,Water,,2945
D_JOL B 2,114,1,BlockProc1,Geology - Rock,F,14,78,3008,BlockProc1,Geology - ?,14,Roc,,8164
D_JOL B 2,114,1,BlockProc1,Revolution - War,F,15,75,9497,BlockProc1,Revolution - ?,15,War,,3352
D_JOL B 2,114,1,BlockProc1,Discussion - Talk,F,16,13,6313,BlockProc1,Discussion - ?,16,Seech,,5761
D_JOL B 2,114,1,BlockProc1,Herd - Cow,F,17,47,6280,BlockProc1,Herd - ?,17,Animals,,7119
D_JOL B 2,114,1,BlockProc1,Credit - Card,F,18,94,5125,BlockProc1,Credit - ?,18,Card,,2174
D_JOL B 2,114,1,BlockProc1,Orchid - Flower,F,19,2,1301,BlockProc1,Orchid - ?,19,Animal,,8763
D_JOL B 2,114,1,BlockProc1,Tuna -  Fish,F,20,89,4085,BlockProc1,Tuna - ?,20,Fish,,2354
D_JOL B 2,114,1,BlockProc1,Full - Enough,B,21,75,3722,BlockProc1,Full - ?,21,Charge,,3262
D_JOL B 2,114,1,BlockProc1,Drink - Sip,B,22,69,4359,BlockProc1,Drink - ?,22,Sip,,3272
D_JOL B 2,114,1,BlockProc1,Dark - Cave,B,23,4,7900,BlockProc1,Dark - ?,23,Room,,5087
D_JOL B 2,114,1,BlockProc1,Take - Seize,B,24,4,3309,BlockProc1,Take - ?,24,Away,,10961
D_JOL B 2,114,1,BlockProc1,Height - Growth,B,25,83,5090,BlockProc1,Height - ?,25,Growth,,6012
D_JOL B 2,114,1,BlockProc1,Sentence - Word,B,26,67,4730,BlockProc1,Sentence - ?,26,Clause,,3993
D_JOL B 2,114,1,BlockProc1,Bug - Wasp,B,27,75,14835,BlockProc1,Bug - ?,27,Fly,,12324
D_JOL B 2,114,1,BlockProc1,Math - Division,B,28,68,6069,BlockProc1,Math - ?,28,Probelm,,4670
D_JOL B 2,114,1,BlockProc1,Law - Attorney,B,29,74,3617,BlockProc1,Law - ?,29,Obligations,,13248
D_JOL B 2,114,1,BlockProc1,Great - Fantastic,B,30,65,5182,BlockProc1,Great - ?,30,Good,,3554
D_JOL B 2,114,1,BlockProc1,Key - Latch,B,31,58,7466,BlockProc1,Key - ?,31,Door,,2470
D_JOL B 2,114,1,BlockProc1,Hot - Chili,B,32,96,6877,BlockProc1,Hot - ?,32,Chili,,5463
D_JOL B 2,114,1,BlockProc1,Ball - Racket,B,33,69,4364,BlockProc1,Ball - ?,33,Game,,5769
D_JOL B 2,114,1,BlockProc1,Work - Chore,B,34,10,5208,BlockProc1,Work - ?,34,Wage,,2555
D_JOL B 2,114,1,BlockProc1,Hunger - Famine,B,35,78,2300,BlockProc1,Hunger - ?,35,Faimne,,5420
D_JOL B 2,114,1,BlockProc1,Sleep - Drowsy,B,36,21,3678,BlockProc1,Sleep - ?,36,Night,,20128
D_JOL B 2,114,1,BlockProc1,Smell - Stench,B,37,32,3631,BlockProc1,Smell - ?,37,Scent,,7343
D_JOL B 2,114,1,BlockProc1,Clothes - Attire,B,38,76,6783,BlockProc1,Clothes - ?,38,Dress,,8169
D_JOL B 2,114,1,BlockProc1,Plane - Pilot,B,39,65,2259,BlockProc1,Plane - ?,39,Pilot,,8295
D_JOL B 2,114,1,BlockProc1,Fire - Blaze,B,40,68,3756,BlockProc1,Fire - ?,40,Furry,,4584
D_JOL B 2,114,1,BlockProc1,Due - Assignment,S,41,65,4354,BlockProc1,Due - ?,41,Assaigment,,10037
D_JOL B 2,114,1,BlockProc1,Number - Amount,S,42,65,4842,BlockProc1,Number - ?,42,Money,,17231
D_JOL B 2,114,1,BlockProc1,Location - Site,S,43,89,3409,BlockProc1,Location - ?,43,Site,,5000
D_JOL B 2,114,1,BlockProc1,Dump - Waste,S,44,78,3184,BlockProc1,Dump - ?,44,Litter,,4342
D_JOL B 2,114,1,BlockProc1,Trial - Jury,S,45,89,3132,BlockProc1,Trial - ?,45,Jury,,3953
D_JOL B 2,114,1,BlockProc1,Architecture - Design,S,46,4,3426,BlockProc1,Architecture - ?,46,Building,,5359
D_JOL B 2,114,1,BlockProc1,Grill -Bar,S,47,24,4533,BlockProc1,Grill - ?,47,Meat,,9535
D_JOL B 2,114,1,BlockProc1,Kidney - Liver,S,48,86,3986,BlockProc1,Kidney - ?,48,Liver,,2777
D_JOL B 2,114,1,BlockProc1,Begin - End,S,49,95,2301,BlockProc1,Begin - ?,49,End,,2042
D_JOL B 2,114,1,BlockProc1,Blow - Wind,S,50,74,3366,BlockProc1,Blow - ?,50,Hit,,5978
D_JOL B 2,114,1,BlockProc1,Pop - Soda,S,51,83,3990,BlockProc1,Pop - ?,51,Soda,,3872
D_JOL B 2,114,1,BlockProc1,Wine - Cheese,S,52,56,5378,BlockProc1,Wine - ?,52,Taste,,5291
D_JOL B 2,114,1,BlockProc1,Bathroom - Toilet,S,53,68,4751,BlockProc1,Bathroom - ?,53,Toilet,,3599
D_JOL B 2,114,1,BlockProc1,Choice - Decision,S,54,74,3856,BlockProc1,Choice - ?,54,Decision,,6691
D_JOL B 2,114,1,BlockProc1,Shoe - Foot,S,55,78,3284,BlockProc1,Shoe - ?,55,Lace,,2500
D_JOL B 2,114,1,BlockProc1,Lettuce - Salad,S,56,1,9245,BlockProc1,Lettuce - ?,56,Salad,,6533
D_JOL B 2,114,1,BlockProc1,Past - Future,S,57,82,51344,BlockProc1,Past - ?,57,Future,,3697
D_JOL B 2,114,1,BlockProc1,Honey - Bee,S,58,68,11597,BlockProc1,Honey - ?,58,Bee,,1957
D_JOL B 2,114,1,BlockProc1,Baby - Child,S,59,86,3770,BlockProc1,Baby - ?,59,Child,,2935
D_JOL B 2,114,1,BlockProc1,Circle - Round,S,60,65,5894,BlockProc1,Circle - ?,60,Round,,2800
D_JOL B 2,114,1,BlockProc1,Pusher - Clutter,U,61,3,2009,BlockProc1,Pusher - ?,61,Pull,,11010
D_JOL B 2,114,1,BlockProc1,Dietary - Sacking,U,62,8,5308,BlockProc1,Dietary - ?,62,Supply,,10175
D_JOL B 2,114,1,BlockProc1,Park - Hungry,U,63,75,3298,BlockProc1,Park - ?,63,Green,,4120
D_JOL B 2,114,1,BlockProc1,Lift - Woman,U,64,35,3992,BlockProc1,Lift - ?,64,Girl,,8119
D_JOL B 2,114,1,BlockProc1,Soon - Belt,U,65,6,3294,BlockProc1,Soon - ?,65,Wait,,17586
D_JOL B 2,114,1,BlockProc1,Discover - Floor,U,66,24,7067,BlockProc1,Discover - ?,66,Secret,,4105
D_JOL B 2,114,1,BlockProc1,Death - Business,U,67,43,10898,BlockProc1,Death - ?,67,End,,3338
D_JOL B 2,114,1,BlockProc1,Debate - Sight,U,68,36,5237,BlockProc1,Debate - ?,68,Discussion,,5491
D_JOL B 2,114,1,BlockProc1,Artery - Bronze,U,69,15,3895,BlockProc1,Artery - ?,69,Hear,,11050
D_JOL B 2,114,1,BlockProc1,Fix - Hand,U,70,17,4381,BlockProc1,Fix - ?,70,Device,,5250
D_JOL B 2,114,1,BlockProc1,Machine - Position,U,71,78,5883,BlockProc1,Machine - ?,71,Factory,,5475
D_JOL B 2,114,1,BlockProc1,Happy - Car,U,72,12,3104,BlockProc1,Happy - ?,72,Life,,6660
D_JOL B 2,114,1,BlockProc1,Allow - Tuck,U,73,4,3616,BlockProc1,Allow - ?,73,Let,,3111
D_JOL B 2,114,1,BlockProc1,Art - Lion,U,74,15,2750,BlockProc1,Art - ?,74,Music,,4092
D_JOL B 2,114,1,BlockProc1,Strong - Accident,U,75,2,10064,BlockProc1,Strong - ?,75,Wind,,6441
D_JOL B 2,114,1,BlockProc1,Sugar - Riddle,U,76,13,4592,BlockProc1,Sugar - ?,76,Desert,,10062
D_JOL B 2,114,1,BlockProc1,Valley - Add,U,77,7,4500,BlockProc1,Valley - ?,77,King,,7603
D_JOL B 2,114,1,BlockProc1,Cash - Would,U,78,7,3336,BlockProc1,Cash - ?,78,Wage,,4697
D_JOL B 2,114,1,BlockProc1,Hide - Sick,U,79,23,7292,BlockProc1,Hide - ?,79,Seek,,3954
D_JOL B 2,114,1,BlockProc1,King - Vase,U,80,78,5455,BlockProc1,King - ?,80,Kingdom,,8656
D_JOL C 2,116,1,BlockProc1,Enough - Full,F,1,100,2908,BlockProc1,Enough - ?,1,plenty,,6408
D_JOL C 2,116,1,BlockProc1,Sip - Drink,F,2,100,3018,BlockProc1,Sip - ?,2,water,,15111
D_JOL C 2,116,1,BlockProc1,Cave - Dark,F,3,100,2528,BlockProc1,Cave - ?,3,man,,4701
D_JOL C 2,116,1,BlockProc1,Seize - Take,F,4,100,3865,BlockProc1,Seize - ?,4,conqueor,,5352
D_JOL C 2,116,1,BlockProc1,Growth - Height,F,5,98,5222,BlockProc1,Growth - ?,5,old,,3424
D_JOL C 2,116,1,BlockProc1,Word - Sentence,F,6,100,3249,BlockProc1,Word - ?,6,text,,8428
D_JOL C 2,116,1,BlockProc1,Wasp - Bug,F,7,100,2813,BlockProc1,Wasp - ?,7,sting,,4320
D_JOL C 2,116,1,BlockProc1,Division - Math,F,8,100,2698,BlockProc1,Division - ?,8,addition,,8622
D_JOL C 2,116,1,BlockProc1,Attorney - Law,F,9,100,4808,BlockProc1,Attorney - ?,9,witness,,3060
D_JOL C 2,116,1,BlockProc1,Fantastic - Great,F,10,100,3078,BlockProc1,Fantastic - ?,10,happy,,3858
D_JOL C 2,116,1,BlockProc1,Latch - Key,F,11,100,2966,BlockProc1,Latch - ?,11,lock,,20697
D_JOL C 2,116,1,BlockProc1,Chili - Hot,F,12,92,7147,BlockProc1,Chili - ?,12,hot,,2092
D_JOL C 2,116,1,BlockProc1,Racket - Ball,F,13,100,3392,BlockProc1,Racket - ?,13,ball,,2336
D_JOL C 2,116,1,BlockProc1,Chore - Work,F,14,100,2985,BlockProc1,Chore - ?,14,job,,6088
D_JOL C 2,116,1,BlockProc1,Famine - Hunger,F,15,100,2512,BlockProc1,Famine - ?,15,hungry,,3804
D_JOL C 2,116,1,BlockProc1,Drowsy - Sleep,F,16,100,3305,BlockProc1,Drowsy - ?,16,sleepy,,4130
D_JOL C 2,116,1,BlockProc1,Stench - Smell,F,17,100,2718,BlockProc1,Stench - ?,17,smell,,2622
D_JOL C 2,116,1,BlockProc1,Attire - Clothes,F,18,100,2686,BlockProc1,Attire - ?,18,clothes,,6944
D_JOL C 2,116,1,BlockProc1,Pilot - Plane,F,19,100,2876,BlockProc1,Pilot - ?,19,plane,,5963
D_JOL C 2,116,1,BlockProc1,Blaze - Fire,F,20,90,5159,BlockProc1,Blaze - ?,20,fire,,2810
D_JOL C 2,116,1,BlockProc1,Bad - Delinquent,B,21,100,2311,BlockProc1,Bad - ?,21,good,,5190
D_JOL C 2,116,1,BlockProc1,Stomach - Digestion,B,22,100,2784,BlockProc1,Stomach - ?,22,digestion,,4826
D_JOL C 2,116,1,BlockProc1,Money - Wage,B,23,100,2440,BlockProc1,Money - ?,23,cash,,4157
D_JOL C 2,116,1,BlockProc1,News - Editor,B,24,100,2858,BlockProc1,Hammer - ?,24,tool,,4887
D_JOL C 2,116,1,BlockProc1,Sting - Hornet,B,25,100,5211,BlockProc1,News - ?,25,weather,,5877
D_JOL C 2,116,1,BlockProc1,Cold - Bitter,B,26,100,3790,BlockProc1,Sting - ?,26,bee,,2383
D_JOL C 2,116,1,BlockProc1,Plant - Root,B,27,100,2938,BlockProc1,Cold - ?,27,freezing,,6848
D_JOL C 2,116,1,BlockProc1,Bird - Swan,B,28,98,5219,BlockProc1,Plant - ?,28,tree,,14799
D_JOL C 2,116,1,BlockProc1,Dog - Paw,B,29,100,2677,BlockProc1,Bird - ?,29,song,,3874
D_JOL C 2,116,1,BlockProc1,Out - Way,B,30,90,4446,BlockProc1,Dog - ?,30,paw,,2272
D_JOL C 2,116,1,BlockProc1,Clean - Hygiene,B,31,100,2677,BlockProc1,Out - ?,31,side,,3160
D_JOL C 2,116,1,BlockProc1,Water - Bridge,B,32,100,2656,BlockProc1,Clean - ?,32,room,,12995
D_JOL C 2,116,1,BlockProc1,Rock - Geology,B,33,100,5988,BlockProc1,Water- ?,33,cycle,,3801
D_JOL C 2,116,1,BlockProc1,War - Revolution,B,34,100,2384,BlockProc1,Rock - ?,34,mountain,,26475
D_JOL C 2,116,1,BlockProc1,Talk - Discussion,B,35,95,3841,BlockProc1,War - ?,35,revolution,,27580
D_JOL C 2,116,1,BlockProc1,Cow - Herd,B,36,100,2356,BlockProc1,Talk - ?,36,happy,,11175
D_JOL C 2,116,1,BlockProc1,Card - Credit,B,37,100,2788,BlockProc1,Cow - ?,37,milk,,2757
D_JOL C 2,116,1,BlockProc1,Flower - Orchid,B,38,89,7441,BlockProc1,Card - ?,38,table,,10860
D_JOL C 2,116,1,BlockProc1,Fish - Tuna,B,39,100,3188,BlockProc1,Flower - ?,39,orchard,,4769
D_JOL C 2,116,1,BlockProc1,Hammer - Chisel,B,40,100,2289,BlockProc1,Fish - ?,40,line,,7451
D_JOL C 2,116,1,BlockProc1,Assignment - Due,S,41,100,4521,BlockProc1,Amount - ?,41,money,,3027
D_JOL C 2,116,1,BlockProc1,Amount - Number,S,42,20,5857,BlockProc1,Assignment - ?,42,due,,2334
D_JOL C 2,116,1,BlockProc1,Site - Location,S,43,20,4134,BlockProc1,Site - ?,43,world,,4729
D_JOL C 2,116,1,BlockProc1,Waste - Dump,S,44,98,4073,BlockProc1,Waste - ?,44,dispose,,5344
D_JOL C 2,116,1,BlockProc1,Jury - Trial,S,45,100,3072,BlockProc1,Jury - ?,45,judge,,7790
D_JOL C 2,116,1,BlockProc1,Design - Architecture,S,46,100,3494,BlockProc1,Design - ?,46,dress,,5382
D_JOL C 2,116,1,BlockProc1,Bar - Grill,S,47,100,2307,BlockProc1,Bar - ?,47,table,,8061
D_JOL C 2,116,1,BlockProc1,Liver - Kidney,S,48,100,2705,BlockProc1,Liver - ?,48,stomach,,4896
D_JOL C 2,116,1,BlockProc1,End - Begin,S,49,100,2589,BlockProc1,End - ?,49,begin,,3804
D_JOL C 2,116,1,BlockProc1,Wind - Blow,S,50,100,4039,BlockProc1,Wind - ?,50,sky,,5113
D_JOL C 2,116,1,BlockProc1,Soda - Pop,S,51,100,3112,BlockProc1,Soda - ?,51,can,,3609
D_JOL C 2,116,1,BlockProc1,Cheese - Wine,S,52,100,2727,BlockProc1,Cheese - ?,52,wine,,2232
D_JOL C 2,116,1,BlockProc1,Toilet - Bathroom,S,53,100,6788,BlockProc1,Toilet - ?,53,paper,,5208
D_JOL C 2,116,1,BlockProc1,Decision - Choice,S,54,,162,BlockProc1,Decision - ?,54,make,,3730
D_JOL C 2,116,1,BlockProc1,Foot - Shoe,S,55,100,2705,BlockProc1,Foot - ?,55,shoe,,4053
D_JOL C 2,116,1,BlockProc1,Future - Past,S,56,100,2521,BlockProc1,Future - ?,56,past,,6315
D_JOL C 2,116,1,BlockProc1,Salad - Lettuce,S,57,100,2278,BlockProc1,Salad - ?,57,lettuce,,6215
D_JOL C 2,116,1,BlockProc1,Bee - Honey,S,58,100,2649,BlockProc1,Bee - ?,58,sting,,2567
D_JOL C 2,116,1,BlockProc1,Child - Baby,S,59,95,4657,BlockProc1,Child - ?,59,play,,9121
D_JOL C 2,116,1,BlockProc1,Round - Circle,S,60,100,2197,BlockProc1,Round - ?,60,circle,,3092
D_JOL C 2,116,1,BlockProc1,Clutter - Pusher,U,61,100,4202,BlockProc1,Clutter - ?,61,mess,,8876
D_JOL C 2,116,1,BlockProc1,Sacking - Dietary,U,62,100,2925,BlockProc1,Sacking - ?,62,wood,,5414
D_JOL C 2,116,1,BlockProc1,Hungry - Park,U,63,74,6686,BlockProc1,Hungry - ?,63,dinner,,4405
D_JOL C 2,116,1,BlockProc1,Woman - Lift,U,64,20,4022,BlockProc1,Woman - ?,64,man,,3453
D_JOL C 2,116,1,BlockProc1,Belt - Soon,U,65,90,9098,BlockProc1,Belt - ?,65,buckle,,4136
D_JOL C 2,116,1,BlockProc1,Floor - Discover,U,66,100,3964,BlockProc1,Floor - ?,66,wall,,11150
D_JOL C 2,116,1,BlockProc1,Business - Death,U,67,0,4646,BlockProc1,Business - ?,67,formal,,3741
D_JOL C 2,116,1,BlockProc1,Sight - Debate,U,68,100,4001,BlockProc1,Sight - ?,68,sound,,3655
D_JOL C 2,116,1,BlockProc1,Bronze - Artery,U,69,93,7616,BlockProc1,Bronze - ?,69,silver,,3953
D_JOL C 2,116,1,BlockProc1,Hand - Fix,U,70,80,4134,BlockProc1,Hand - ?,70,foot,,3492
D_JOL C 2,116,1,BlockProc1,Position - Machine,U,71,100,3375,BlockProc1,Position - ?,71,front,,4567
D_JOL C 2,116,1,BlockProc1,Car - Happy,U,72,100,2859,BlockProc1,Car - ?,72,motor,,5723
D_JOL C 2,116,1,BlockProc1,Tuck - Allow,U,73,80,6449,BlockProc1,Tuck - ?,73,shirt,,8475
D_JOL C 2,116,1,BlockProc1,Lion - Art,U,74,99,3252,BlockProc1,Lion - ?,74,king,,2916
D_JOL C 2,116,1,BlockProc1,Accident - Strong,U,75,99,4953,BlockProc1,Accident - ?,75,mistake,,6143
D_JOL C 2,116,1,BlockProc1,Riddle - Sugar,U,76,0,7883,BlockProc1,Riddle - ?,76,question,,6074
D_JOL C 2,116,1,BlockProc1,Add - Valley,U,77,100,2996,BlockProc1,Add - ?,77,subtract,,5513
D_JOL C 2,116,1,BlockProc1,Would - Cash,U,78,100,5345,BlockProc1,Would - ?,78,ask,,6137
D_JOL C 2,116,1,BlockProc1,Sick - Hide,U,79,100,2921,BlockProc1,Sick - ?,79,ill,,6727
D_JOL C 2,116,1,BlockProc1,Vase - King,U,80,100,2553,BlockProc1,Vase - ?,80,fragile,,12419
D_JOL A 2,117,1,BlockProc1,Delinquent - Bad,F,1,100,2247,BlockProc1,Delinquent - ?,1,prison,,10923
D_JOL A 2,117,1,BlockProc1,Digestion - Stomach,F,2,100,3291,BlockProc1,Digestion - ?,2,stomach,,5446
